TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE0_LEFTCHILD	TREE0_RIGHTCHILD	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE1_LEFTCHILD	TREE1_RIGHTCHILD	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
-NONE-	*	 			NP	diagnosis	NN	DT	NN	VBZ	be	 	NP	's	NO	doctor	NNS	reduce_unary	WHNP	postulate_gap	1	-9.294198074178478
WHNP	 	 	-NONE-		NP	diagnosis	NN	DT	NN	VBZ	be	 	NP	's	YES	doctor	NNS	shift	''	reduce_unary	1	-9.294198074178478
NNS	doctor	 			WHNP	 	 	-NONE-		NP	diagnosis	NN	VBZ	be	YES	make	VBP	reduce_unary	NP	shift	1	-9.294198074178478
NP	doctor	NNS	NNS		WHNP	 	 	-NONE-		NP	diagnosis	NN	VBZ	be	YES	make	VBP	shift	''	reduce_unary	1	-9.294198074178478
VBP	make	 			NP	doctor	NNS	NNS		WHNP	 	 	NP	diagnosis	YES	after	IN	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBP	make	 			NP	doctor	NNS	WHNP	 	NO	after	IN	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		VBP	make	 			NP	doctor	NNS	WHNP	 	NO	after	IN	shift	''	reduce_unary	1	-9.294198074178478
IN	after	 			NP	*t*	-NONE-	-NONE-		VBP	make	 	NP	doctor	NO	verify	VBG	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			IN	after	 			NP	*t*	-NONE-	VBP	make	NO	verify	VBG	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		IN	after	 			NP	*t*	-NONE-	VBP	make	NO	verify	VBG	shift	''	reduce_unary	1	-9.294198074178478
VBG	verify	 			NP	*	-NONE-	-NONE-		IN	after	 	NP	*t*	NO	that	IN	shift	''	shift	1	-9.294198074178478
IN	that	 			VBG	verify	 			NP	*	-NONE-	IN	after	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	that	 			VBG	verify	 	NP	*	NO	patient	NN	shift	''	shift	1	-9.294198074178478
NN	patient	 			DT	the	 			IN	that	 	VBG	verify	NO	have	VBZ	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	patient	NN	NN		DT	the	 			IN	that	 	VBG	verify	NO	have	VBZ	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	patient	NN	DT	NN	IN	that	 			VBG	verify	 	NP	*	NO	have	VBZ	shift	''	reduce_binary	1	-9.294198074178478
VBZ	have	 			NP	patient	NN	DT	NN	IN	that	 	VBG	verify	NO	have	VBN	shift	''	shift	1	-9.294198074178478
VBN	have	 			VBZ	have	 			NP	patient	NN	IN	that	NO	both	DT	shift	''	shift	1	-9.294198074178478
DT	both	 			VBN	have	 			VBZ	have	 	NP	patient	NO	motor	JJ	shift	''	shift	1	-9.294198074178478
JJ	motor	 			DT	both	 			VBN	have	 	VBZ	have	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			JJ	motor	 			DT	both	 	VBN	have	NO	vocal	JJ	shift	''	shift	1	-9.294198074178478
JJ	vocal	 			CC	and	 			JJ	motor	 	DT	both	NO	tic	NN	shift	''	shift	1	-9.294198074178478
NN	tic	 			JJ	vocal	 			CC	and	 	JJ	motor	NO	for	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	tic	NN	NN		JJ	vocal	 			CC	and	 	JJ	motor	NO	for	IN	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	tic	NN	JJ	NN	CC	and	 			JJ	motor	 	DT	both	NO	for	IN	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	tic	NN	CC	JJ	JJ	motor	 			DT	both	 	VBN	have	NO	for	IN	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	tic	NN	JJ	CC	DT	both	 			VBN	have	 	VBZ	have	NO	for	IN	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	tic	NN	DT	JJ	VBN	have	 			VBZ	have	 	NP	patient	NO	for	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	for	 			NP	tic	NN	DT	JJ	VBN	have	 	VBZ	have	NO	at	IN	shift	''	shift	1	-9.294198074178478
IN	at	 			IN	for	 			NP	tic	NN	VBN	have	NO	least	JJS	shift	''	shift	1	-9.294198074178478
JJS	least	 			IN	at	 			IN	for	 	NP	tic	NO	one	CD	shift	''	shift	1	-9.294198074178478
CD	one	 			JJS	least	 			IN	at	 	IN	for	NO	year	NN	reduce_unary	QP_BAR	shift	1	-9.294198074178478
QP_BAR	one	CD	CD		JJS	least	 			IN	at	 	IN	for	NO	year	NN	reduce_binary	QP_BAR	reduce_unary	1	-9.294198074178478
QP_BAR	one	CD	JJS	CD	IN	at	 			IN	for	 	NP	tic	NO	year	NN	reduce_binary	QP	reduce_binary	1	-9.294198074178478
QP	one	CD	IN	JJS	IN	for	 			NP	tic	NN	VBN	have	NO	year	NN	shift	''	reduce_binary	1	-9.294198074178478
NN	year	 			QP	one	CD	IN	JJS	IN	for	 	NP	tic	NO	.	.	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	year	NN	NN		QP	one	CD	IN	JJS	IN	for	 	NP	tic	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	year	NN	QP	NN	IN	for	 			NP	tic	NN	VBN	have	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	NP		IN	for	 			NP	tic	NN	VBN	have	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	NP	NP	tic	NN	DT	JJ	VBN	have	 	VBZ	have	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	have	VBN	PP		NP	tic	NN	DT	JJ	VBN	have	 	VBZ	have	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	have	VBN	NP	PP	VBN	have	 			VBZ	have	 	NP	patient	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	have	VBN	VBN	NP	VBZ	have	 			NP	patient	NN	IN	that	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	have	VBN	VP		VBZ	have	 			NP	patient	NN	IN	that	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	have	VBN	VBZ	VP	NP	patient	NN	DT	NN	IN	that	 	VBG	verify	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	have	VBN	VP		NP	patient	NN	DT	NN	IN	that	 	VBG	verify	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	have	VBN	NP	VP	IN	that	 			VBG	verify	 	NP	*	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	that	IN	S		IN	that	 			VBG	verify	 	NP	*	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	that	IN	IN	S	VBG	verify	 			NP	*	-NONE-	IN	after	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	verify	VBG	SBAR		VBG	verify	 			NP	*	-NONE-	IN	after	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	verify	VBG	VBG	SBAR	NP	*	-NONE-	-NONE-		IN	after	 	NP	*t*	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	verify	VBG	VP		NP	*	-NONE-	-NONE-		IN	after	 	NP	*t*	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	verify	VBG	NP	VP	IN	after	 			NP	*t*	-NONE-	VBP	make	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	after	IN	S		IN	after	 			NP	*t*	-NONE-	VBP	make	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	after	IN	IN	S	NP	*t*	-NONE-	-NONE-		VBP	make	 	NP	doctor	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	make	VBP	PP		NP	*t*	-NONE-	-NONE-		VBP	make	 	NP	doctor	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	make	VBP	NP	PP	VBP	make	 			NP	doctor	NNS	WHNP	 	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	make	VBP	VBP	NP	NP	doctor	NNS	NNS		WHNP	 	 	NP	diagnosis	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	make	VBP	VP		NP	doctor	NNS	NNS		WHNP	 	 	NP	diagnosis	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	make	VBP	NP	VP	WHNP	 	 	-NONE-		NP	diagnosis	NN	VBZ	be	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	 	 	S		WHNP	 	 	-NONE-		NP	diagnosis	NN	VBZ	be	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	 	 	WHNP	S	NP	diagnosis	NN	DT	NN	VBZ	be	 	NP	's	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	diagnosis	NN	SBAR		NP	diagnosis	NN	DT	NN	VBZ	be	 	NP	's	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	diagnosis	NN	NP	SBAR	VBZ	be	 			NP	's	POS	NOPOS	noword	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBZ	NP		VBZ	be	 			NP	's	POS	NOPOS	noword	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBZ	VBZ	NP	NP	's	POS	NNP	POS	NOPOS	noword	 		 	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	be	VBZ	VBZ	NP	NP	's	POS	NOPOS	noword	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	be	VBZ	.		VP	be	VBZ	VBZ	NP	NP	's	POS	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBZ	VP	.	NP	's	POS	NNP	POS	NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
DT	the	 			NOPOS	noword	 				 	 		 	NO	existence	NN	shift	''	shift	1	-9.294198074178478
NN	existence	 			DT	the	 			NOPOS	noword	 		 	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	existence	NN	NN		DT	the	 			NOPOS	noword	 		 	NO	of	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	existence	NN	DT	NN	NOPOS	noword	 				 	 		 	NO	of	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 			NP	existence	NN	DT	NN	NOPOS	noword	 		 	NO	other	JJ	shift	''	shift	1	-9.294198074178478
JJ	other	 			IN	of	 			NP	existence	NN	NOPOS	noword	NO	neurological	JJ	shift	''	shift	1	-9.294198074178478
JJ	neurological	 			JJ	other	 			IN	of	 	NP	existence	NO	or	CC	shift	''	shift	1	-9.294198074178478
CC	or	 			JJ	neurological	 			JJ	other	 	IN	of	NO	psychiatric	JJ	shift	''	shift	1	-9.294198074178478
JJ	psychiatric	 			CC	or	 			JJ	neurological	 	JJ	other	NO	condition	NNS	shift	''	shift	1	-9.294198074178478
NNS	condition	 			JJ	psychiatric	 			CC	or	 	JJ	neurological	NO	can	MD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	condition	NNS	NNS		JJ	psychiatric	 			CC	or	 	JJ	neurological	NO	can	MD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	condition	NNS	JJ	NNS	CC	or	 			JJ	neurological	 	JJ	other	NO	can	MD	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	condition	NNS	CC	JJ	JJ	neurological	 			JJ	other	 	IN	of	NO	can	MD	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	condition	NNS	JJ	CC	JJ	other	 			IN	of	 	NP	existence	NO	can	MD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	condition	NNS	JJ	JJ	IN	of	 			NP	existence	NN	NOPOS	noword	NO	can	MD	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	existence	NN	NOPOS	noword	NO	can	MD	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	existence	NN	DT	NN	NOPOS	noword	 		 	NO	can	MD	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	existence	NN	PP		NP	existence	NN	DT	NN	NOPOS	noword	 		 	NO	can	MD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	existence	NN	NP	PP	NOPOS	noword	 				 	 		 	NO	can	MD	shift	''	reduce_binary	1	-9.294198074178478
MD	can	 			NP	existence	NN	NP	PP	NOPOS	noword	 		 	NO	also	RB	shift	''	shift	1	-9.294198074178478
RB	also	 			MD	can	 			NP	existence	NN	NOPOS	noword	NO	help	VB	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	also	RB	RB		MD	can	 			NP	existence	NN	NOPOS	noword	NO	help	VB	shift	''	reduce_unary	1	-9.294198074178478
VB	help	 			ADVP	also	RB	RB		MD	can	 	NP	existence	NO	doctor	NNS	shift	''	shift	1	-9.294198074178478
NNS	doctor	 			VB	help	 			ADVP	also	RB	MD	can	NO	establish	VB	reduce_unary	NP	shift	1	-9.294198074178478
NP	doctor	NNS	NNS		VB	help	 			ADVP	also	RB	MD	can	NO	establish	VB	shift	''	reduce_unary	1	-9.294198074178478
VB	establish	 			NP	doctor	NNS	NNS		VB	help	 	ADVP	also	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			VB	establish	 			NP	doctor	NNS	VB	help	NO	diagnosis	NN	shift	''	shift	1	-9.294198074178478
NN	diagnosis	 			DT	the	 			VB	establish	 	NP	doctor	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	diagnosis	NN	NN		DT	the	 			VB	establish	 	NP	doctor	NO	of	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	diagnosis	NN	DT	NN	VB	establish	 			NP	doctor	NNS	VB	help	NO	of	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 			NP	diagnosis	NN	DT	NN	VB	establish	 	NP	doctor	NO	tourette	NNP	shift	''	shift	1	-9.294198074178478
NNP	tourette	 			IN	of	 			NP	diagnosis	NN	VB	establish	NO	translated_aposs	POS	shift	''	shift	1	-9.294198074178478
NP	's	POS	NNP	POS	IN	of	 			NP	diagnosis	NN	VB	establish	NO	be	VBZ	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	diagnosis	NN	VB	establish	NO	be	VBZ	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	diagnosis	NN	DT	NN	VB	establish	 	NP	doctor	NO	be	VBZ	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	diagnosis	NN	PP		NP	diagnosis	NN	DT	NN	VB	establish	 	NP	doctor	NO	be	VBZ	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	diagnosis	NN	NP	PP	VB	establish	 			NP	doctor	NNS	VB	help	NO	be	VBZ	shift	''	reduce_binary	1	-9.294198074178478
VBZ	be	 			NP	diagnosis	NN	NP	PP	VB	establish	 	NP	doctor	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			VBZ	be	 			NP	diagnosis	NN	VB	establish	NO	correct	JJ	shift	''	shift	1	-9.294198074178478
JJ	correct	 			DT	the	 			VBZ	be	 	NP	diagnosis	NO	one	NN	shift	''	shift	1	-9.294198074178478
NN	one	 			JJ	correct	 			DT	the	 	VBZ	be	NO	.	.	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	one	NN	NN		JJ	correct	 			DT	the	 	VBZ	be	NO	.	.	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	one	NN	JJ	NN	DT	the	 			VBZ	be	 	NP	diagnosis	NO	.	.	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	one	NN	DT	JJ	VBZ	be	 			NP	diagnosis	NN	VB	establish	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBZ	NP		VBZ	be	 			NP	diagnosis	NN	VB	establish	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBZ	VBZ	NP	NP	diagnosis	NN	NP	PP	VB	establish	 	NP	doctor	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBZ	VP		NP	diagnosis	NN	NP	PP	VB	establish	 	NP	doctor	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBZ	NP	VP	VB	establish	 			NP	doctor	NNS	VB	help	NO	.	.	reduce_unary	SBAR	reduce_binary	1	-9.294198074178478
SBAR	 	 	S		VB	establish	 			NP	doctor	NNS	VB	help	NO	.	.	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	establish	VB	SBAR		VB	establish	 			NP	doctor	NNS	VB	help	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	establish	VB	VB	SBAR	NP	doctor	NNS	NNS		VB	help	 	ADVP	also	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	establish	VB	VP		NP	doctor	NNS	NNS		VB	help	 	ADVP	also	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	establish	VB	NP	VP	VB	help	 			ADVP	also	RB	MD	can	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	establish	VB	S		VB	help	 			ADVP	also	RB	MD	can	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	establish	VB	VB	S	ADVP	also	RB	RB		MD	can	 	NP	existence	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	establish	VB	VP		ADVP	also	RB	RB		MD	can	 	NP	existence	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	establish	VB	ADVP	VP	MD	can	 			NP	existence	NN	NOPOS	noword	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	establish	VB	MD	ADVP	NP	existence	NN	NP	PP	NOPOS	noword	 		 	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	establish	VB	MD	ADVP	NP	existence	NN	NOPOS	noword	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	establish	VB	.		VP	establish	VB	MD	ADVP	NP	existence	NN	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	establish	VB	VP	.	NP	existence	NN	NP	PP	NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	establish	VB	NP	VP	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 				 	 				 	 		 	NO	knowledgeable	JJ	shift	''		1	-9.294198074178478
JJ	knowledgeable	 			NOPOS	noword	 				 	 		 	NO	clinician	NNS	shift	''	shift	1	-9.294198074178478
NNS	clinician	 			JJ	knowledgeable	 			NOPOS	noword	 		 	NO	consult	VBN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	clinician	NNS	NNS		JJ	knowledgeable	 			NOPOS	noword	 		 	NO	consult	VBN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	clinician	NNS	JJ	NNS	NOPOS	noword	 				 	 		 	NO	consult	VBN	shift	''	reduce_binary	1	-9.294198074178478
VBN	consult	 			NP	clinician	NNS	JJ	NNS	NOPOS	noword	 		 	NO	by	IN	shift	''	shift	1	-9.294198074178478
IN	by	 			VBN	consult	 			NP	clinician	NNS	NOPOS	noword	NO	patient	NNS	shift	''	shift	1	-9.294198074178478
NNS	patient	 			IN	by	 			VBN	consult	 	NP	clinician	NO	do	VBP	reduce_unary	NP	shift	1	-9.294198074178478
NP	patient	NNS	NNS		IN	by	 			VBN	consult	 	NP	clinician	NO	do	VBP	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	by	IN	NP		IN	by	 			VBN	consult	 	NP	clinician	NO	do	VBP	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	by	IN	IN	NP	VBN	consult	 			NP	clinician	NNS	NOPOS	noword	NO	do	VBP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	consult	VBN	PP		VBN	consult	 			NP	clinician	NNS	NOPOS	noword	NO	do	VBP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	consult	VBN	VBN	PP	NP	clinician	NNS	JJ	NNS	NOPOS	noword	 		 	NO	do	VBP	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	clinician	NNS	VP		NP	clinician	NNS	JJ	NNS	NOPOS	noword	 		 	NO	do	VBP	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	clinician	NNS	NP	VP	NOPOS	noword	 				 	 		 	NO	do	VBP	shift	''	reduce_binary	1	-9.294198074178478
VBP	do	 			NP	clinician	NNS	NP	VP	NOPOS	noword	 		 	NO	not	RB	shift	''	shift	1	-9.294198074178478
RB	not	 			VBP	do	 			NP	clinician	NNS	NOPOS	noword	NO	often	RB	shift	''	shift	1	-9.294198074178478
RB	often	 			RB	not	 			VBP	do	 	NP	clinician	NO	misdiagnose	VB	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	often	RB	RB		RB	not	 			VBP	do	 	NP	clinician	NO	misdiagnose	VB	shift	''	reduce_unary	1	-9.294198074178478
VB	misdiagnose	 			ADVP	often	RB	RB		RB	not	 	VBP	do	NO	common	JJ	shift	''	shift	1	-9.294198074178478
JJ	common	 			VB	misdiagnose	 			ADVP	often	RB	RB	not	NO	tic	NN	shift	''	shift	1	-9.294198074178478
NN	tic	 			JJ	common	 			VB	misdiagnose	 	ADVP	often	NO	.	.	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	tic	NN	NN		JJ	common	 			VB	misdiagnose	 	ADVP	often	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	tic	NN	JJ	NN	VB	misdiagnose	 			ADVP	often	RB	RB	not	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	misdiagnose	VB	NP		VB	misdiagnose	 			ADVP	often	RB	RB	not	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	misdiagnose	VB	VB	NP	ADVP	often	RB	RB		RB	not	 	VBP	do	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	misdiagnose	VB	VP		ADVP	often	RB	RB		RB	not	 	VBP	do	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	misdiagnose	VB	ADVP	VP	RB	not	 			VBP	do	 	NP	clinician	NO	.	.	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	misdiagnose	VB	RB	ADVP	VBP	do	 			NP	clinician	NNS	NOPOS	noword	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	misdiagnose	VB	VBP	RB	NP	clinician	NNS	NP	VP	NOPOS	noword	 		 	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	misdiagnose	VB	VBP	RB	NP	clinician	NNS	NOPOS	noword	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	misdiagnose	VB	.		VP	misdiagnose	VB	VBP	RB	NP	clinician	NNS	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	misdiagnose	VB	VP	.	NP	clinician	NNS	NP	VP	NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	misdiagnose	VB	NP	VP	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
,	,	 			ADVP	however	RB	RB		NOPOS	noword	 		 	NO	atypical	JJ	shift	''	shift	1	-9.294198074178478
JJ	atypical	 			,	,	 			ADVP	however	RB	NOPOS	noword	NO	symptom	NNS	shift	''	shift	1	-9.294198074178478
NNS	symptom	 			JJ	atypical	 			,	,	 	ADVP	however	NO	or	CC	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	symptom	NNS	NNS		JJ	atypical	 			,	,	 	ADVP	however	NO	or	CC	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	symptom	NNS	JJ	NNS	,	,	 			ADVP	however	RB	NOPOS	noword	NO	or	CC	shift	''	reduce_binary	1	-9.294198074178478
CC	or	 			NP	symptom	NNS	JJ	NNS	,	,	 	ADVP	however	NO	atypical	JJ	shift	''	shift	1	-9.294198074178478
JJ	atypical	 			CC	or	 			NP	symptom	NNS	,	,	NO	presentation	NN	shift	''	shift	1	-9.294198074178478
NN	presentation	 			JJ	atypical	 			CC	or	 	NP	symptom	NO	such	JJ	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	presentation	NN	NN		JJ	atypical	 			CC	or	 	NP	symptom	NO	such	JJ	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	presentation	NN	JJ	NN	CC	or	 			NP	symptom	NNS	,	,	NO	such	JJ	shift	''	reduce_binary	1	-9.294198074178478
JJ	such	 			NP	presentation	NN	JJ	NN	CC	or	 	NP	symptom	NO	as	IN	shift	''	shift	1	-9.294198074178478
IN	as	 			JJ	such	 			NP	presentation	NN	CC	or	NO	onset	NN	shift	''	shift	1	-9.294198074178478
NN	onset	 			IN	as	 			JJ	such	 	NP	presentation	NO	of	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	onset	NN	NN		IN	as	 			JJ	such	 	NP	presentation	NO	of	IN	shift	''	reduce_unary	1	-9.294198074178478
IN	of	 			NP	onset	NN	NN		IN	as	 	JJ	such	NO	symptom	NNS	shift	''	shift	1	-9.294198074178478
NNS	symptom	 			IN	of	 			NP	onset	NN	IN	as	NO	in	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	symptom	NNS	NNS		IN	of	 			NP	onset	NN	IN	as	NO	in	IN	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	onset	NN	IN	as	NO	in	IN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	onset	NN	NN		IN	as	 	JJ	such	NO	in	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 			PP	of	IN	IN	NP	NP	onset	NN	IN	as	NO	adulthood	NN	shift	''	shift	1	-9.294198074178478
NN	adulthood	 			IN	in	 			PP	of	IN	NP	onset	NO	may	MD	reduce_unary	NP	shift	1	-9.294198074178478
